file,type,time,measure
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,spindle green,0,7483.3866
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,cyto green,0,4692.4881
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,mito green,0,4724.5207
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,cell green,0,4796.7806
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,spindle red,0,10664.3307
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,cyto red,0,9247.0663
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,mito red,0,7604.2538
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-01.tif,cell red,0,7190.8909
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,spindle green,1,3610.1029
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,cyto green,1,2171.3998
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,mito green,1,7989.0026
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,cell green,1,3515.7938
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,spindle red,1,5413.4399
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,cyto red,1,5109.8683
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,mito red,1,3479.4425
HeLa_CLTA-FKBP-GFP_GTSE1_N_012-16.tif,cell red,1,3090.5988
