file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,spindle green,0,447.5546
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,cyto green,0,245.9491
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,mito green,0,233.2955
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,cell green,0,275.2579
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,spindle red,0,1327.5532
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,cyto red,0,873.2771
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,mito red,0,921.4646
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-01.tif,cell red,0,924.4253
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,spindle green,1,291.94
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,cyto green,1,292.022
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,mito green,1,335.1939
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,cell green,1,285.8453
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,spindle red,1,1356.0675
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,cyto red,1,908.462
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,mito red,1,934.1247
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-LCa_011-12.tif,cell red,1,949.4145
