file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,spindle green,0,2399.869
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,cyto green,0,636.0123
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,mito green,0,887.356
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,cell green,0,1041.047
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,spindle red,0,2776.5576
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,cyto red,0,1478.3076
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,mito red,0,1851.7607
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-02.tif,cell red,0,1892.1488
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,spindle green,1,1014.0017
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,cyto green,1,547.5928
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,mito green,1,1374.7334
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,cell green,1,850.8303
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,spindle red,1,2156.2285
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,cyto red,1,1439.8965
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,mito red,1,1767.0462
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_007.nd2 (series 2)-13.tif,cell red,1,1708.707
