file,type,time,measure
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,spindle green,0,3250.1527
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,cyto green,0,1331.0459
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,mito green,0,1264.1123
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,cell green,0,1347.9825
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,spindle red,0,692.6342
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,cyto red,0,378.4011
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,mito red,0,327.3972
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-06.tif,cell red,0,348.3679
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,spindle green,1,1030.8016
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,cyto green,1,577.7391
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,mito green,1,1035.9826
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,cell green,1,749.7707
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,spindle red,1,547.8382
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,cyto red,1,287.0205
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,mito red,1,253.6598
HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 - HeLa_CRISPR_chTOG-FKBP-GFP_darkmito_TDtOMATOGTSE1_009.nd2 (series 1)-16.tif,cell red,1,268.3014
