file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,spindle green,0,1505.445
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,cyto green,0,310.9124
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,mito green,0,365.9801
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,cell green,0,509.1866
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,spindle red,0,2908.1957
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,cyto red,0,1636.0199
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,mito red,0,1970.6423
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-01.tif,cell red,0,1965.4122
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,spindle green,1,608.9897
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,cyto green,1,234.7931
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,mito green,1,581.3686
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,cell green,1,436.7059
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,spindle red,1,2355.8396
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,cyto red,1,1451.2706
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,mito red,1,1809.4255
HeLa_TACC3-FKBP-GFP_darkmito_mCherryLCa_005.nd2-18.tif,cell red,1,1724.7777
