file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,spindle green,0,510.7842
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,cyto green,0,373.947
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,mito green,0,378.2374
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,cell green,0,395.4313
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,spindle red,0,1269.3759
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,cyto red,0,837.1975
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,mito red,0,682.8173
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-01.tif,cell red,0,831.8176
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,spindle green,1,377.6067
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,cyto green,1,404.9192
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,mito green,1,572.9491
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,cell green,1,405.0731
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,spindle red,1,1107.7476
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,cyto red,1,742.7802
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,mito red,1,619.7476
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_009-23.tif,cell red,1,741.645
