file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,spindle green,0,741.3244
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,cyto green,0,347.5953
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,mito green,0,427.383
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,cell green,0,443.418
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,spindle red,0,942.2428
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,cyto red,0,380.2545
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,mito red,0,426.1829
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-01.tif,cell red,0,493.8145
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,spindle green,1,630.4628
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,cyto green,1,356.0122
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,mito green,1,482.4992
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,cell green,1,439.2648
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,spindle red,1,875.1496
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,cyto red,1,386.7551
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,mito red,1,444.6913
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-TACC3_010-12.tif,cell red,1,491.4755
