file,type,time,measure
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,spindle green,0,2779.9362
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,cyto green,0,1496.017
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,mito green,0,1909.4389
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,cell green,0,1657.0863
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,spindle red,0,437.0375
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,cyto red,0,248.0362
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,mito red,0,409.5219
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-01.tif,cell red,0,260.9285
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,spindle green,1,1308.2049
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,cyto green,1,1037.6124
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,mito green,1,1931.7986
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,cell green,1,1131.491
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,spindle red,1,212.496
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,cyto red,1,142.2669
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,mito red,1,190.4335
HeLa_CRISPR_CLTA-FKBP-GFP_darkmito_chTOGmCH_003.nd2-66.tif,cell red,1,129.6945
