file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,spindle green,0,1816.6374
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,cyto green,0,1267.9695
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,mito green,0,1335.795
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,cell green,0,1406.5828
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,spindle red,0,2948.5735
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,cyto red,0,1911.6269
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,mito red,0,1976.8469
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-01.tif,cell red,0,2063.8802
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,spindle green,1,1377.8969
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,cyto green,1,690.9073
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,mito green,1,1505.2588
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,cell green,1,1216.2118
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,spindle red,1,2031.5385
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,cyto red,1,1161.0177
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,mito red,1,1649.4096
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryLCa_002.nd2 (series 2)-18.tif,cell red,1,1538.7453
