file,type,time,measure
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,spindle green,0,4292.3308
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,cyto green,0,553.767
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,mito green,0,614.7805
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,cell green,0,1110.3908
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,spindle red,0,6188.6154
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,cyto red,0,621.9071
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,mito red,0,719.5544
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-01.tif,cell red,0,1443.5515
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,spindle green,1,2138.664
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,cyto green,1,315.0299
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,mito green,1,357.4627
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,cell green,1,643.3654
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,spindle red,1,4789.3445
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,cyto red,1,535.9578
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,mito red,1,534.7445
HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 - HeLa_FKBP-GFP-chTOG_darkmitotrap_TACC3_011.nd2 (series 1)-16.tif,cell red,1,1346.9484
