file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,spindle green,0,2713.8502
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,cyto green,0,970.1002
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,mito green,0,1351.2226
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,cell green,0,1397.2988
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,spindle red,0,7286.9203
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,cyto red,0,4624.6156
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,mito red,0,5368.9008
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-11.tif,cell red,0,5281.7074
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,spindle green,1,1864.5706
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,cyto green,1,892.5772
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,mito green,1,1988.0876
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,cell green,1,1322.4494
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,spindle red,1,6097.9771
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,cyto red,1,3914.8404
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,mito red,1,5195.3052
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_009.nd2-29.tif,cell red,1,4575.2872
