file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,spindle green,0,2037.9791
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,cyto green,0,245.6874
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,mito green,0,521.2759
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,cell green,0,645.6091
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,spindle red,0,808.4502
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,cyto red,0,469.1807
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,mito red,0,615.0778
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-02.tif,cell red,0,542.9941
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,spindle green,1,585.8644
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,cyto green,1,314.8918
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,mito green,1,1208.1717
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,cell green,1,453.0998
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,spindle red,1,228.6335
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,cyto red,1,153.6869
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,mito red,1,230.1648
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd...KBP-GFP_darkMitotrap_mCherrychtog_rapa30sec_019.nd2 (series 1)-16.tif,cell red,1,180.702
