file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,spindle green,0,837.7036
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,cyto green,0,434.1021
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,mito green,0,456.2193
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,cell green,0,484.5382
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,spindle red,0,347.2897
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,cyto red,0,215.2298
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,mito red,0,201.558
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-01.tif,cell red,0,223.0234
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,spindle green,1,473.7969
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,cyto green,1,444.7526
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,mito green,1,695.4466
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,cell green,1,477.1393
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,spindle red,1,310.0904
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,cyto red,1,199.0839
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,mito red,1,181.7258
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_005-12.tif,cell red,1,199.5635
