file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,spindle green,0,600.2959
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,cyto green,0,322.9613
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,mito green,0,430.8597
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,cell green,0,391.5694
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,spindle red,0,258.0613
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,cyto red,0,102.8321
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,mito red,0,174.5365
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-01.tif,cell red,0,150.1944
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,spindle green,1,513.7925
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,cyto green,1,310.0281
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,mito green,1,495.5946
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,cell green,1,400.364
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,spindle red,1,212.508
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,cyto red,1,83.452
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,mito red,1,150.7879
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-chTOG_013-33.tif,cell red,1,126.1739
