file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,spindle green,0,849.5587
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,cyto green,0,541.6069
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,mito green,0,571.4376
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,cell green,0,613.8555
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,spindle red,0,1307.1766
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,cyto red,0,879.8029
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,mito red,0,926.3146
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-01.tif,cell red,0,951.1767
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,spindle green,1,657.2117
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,cyto green,1,611.17
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,mito green,1,772.2182
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,cell green,1,670.0376
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,spindle red,1,1430.0001
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,cyto red,1,911.2853
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,mito red,1,1075.642
CRISPR-GTSE1-FKBP-GFP_+rapa_mCherry-LCa_008-24.tif,cell red,1,1070.7609
