file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,spindle green,0,2196.0518
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,cyto green,0,980.1716
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,mito green,0,972.4972
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,cell green,0,1225.4024
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,spindle red,0,5130.2144
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,cyto red,0,854.7822
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,mito red,0,1430.1871
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-01.tif,cell red,0,1715.3578
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,spindle green,1,1027.4511
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,cyto green,1,426.1347
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,mito green,1,1197.5579
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,cell green,1,712.2388
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,spindle red,1,3409.1399
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,cyto red,1,641.787
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,mito red,1,1107.3548
HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 - HeLa_GTSE1-FKBP-GFP_darkmito_mCherryTACC3_004.nd2 (series 1)-18.tif,cell red,1,1379.5748
