Original_Name	Blinded_Name
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_044.tif	blind_0007
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_045.tif	blind_0053
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_046.tif	blind_0024
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_047.tif	blind_0008
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_048.tif	blind_0009
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_049.tif	blind_0050
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_050-1.tif	blind_0016
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_050.tif	blind_0042
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_051.tif	blind_0084
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_052.tif	blind_0103
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_053.tif	blind_0047
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_054.tif	blind_0006
CRISPR-GTSE1-FKBP-GFP_rapamycin_CLTA_568_Tubulin647_055.tif	blind_0017
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_034.tif	blind_0087
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_035.tif	blind_0051
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_036.tif	blind_0031
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_037.tif	blind_0070
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_038-1.tif	blind_0010
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_038.tif	blind_0012
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_039.tif	blind_0056
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_040.tif	blind_0067
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_041.tif	blind_0065
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_042.tif	blind_0043
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_043-1.tif	blind_0058
CRISPR-GTSE1-FKBP-GFP_rapamycin_GTSE1_568_Tubulin647_043.tif	blind_0021
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_001.tif	blind_0095
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_002.tif	blind_0080
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_003.tif	blind_0048
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_004.tif	blind_0030
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_005.tif	blind_0039
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_006.tif	blind_0025
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_007.tif	blind_0028
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_008.tif	blind_0034
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_009.tif	blind_0003
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_010.tif	blind_0059
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_011.tif	blind_0001
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_012.tif	blind_0093
CRISPR-GTSE1-FKBP-GFP_rapamycin_TACC3_568_Tubulin647_013.tif	blind_0098
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_014.tif	blind_0040
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_015.tif	blind_0046
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_016.tif	blind_0090
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_017.tif	blind_0097
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_018.tif	blind_0057
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_019.tif	blind_0063
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_020.tif	blind_0027
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_021.tif	blind_0054
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_022.tif	blind_0033
CRISPR-GTSE1-FKBP-GFP_rapamycin_chTOG_568_Tubulin647_023.tif	blind_0066
