file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,spindle green,0,2652.4818
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,cyto green,0,583.1484
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,mito green,0,1124.418
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,cell green,0,1084.0271
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,spindle red,0,1746.598
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,cyto red,0,1026.4339
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,mito red,0,1211.7985
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-08.tif,cell red,0,1127.21
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,spindle green,1,1365.3669
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,cyto green,1,546.3356
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,mito green,1,1320.1599
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,cell green,1,863.4089
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,spindle red,1,736.1928
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,cyto red,1,502.6303
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,mito red,1,596.9636
HeLa_TACC3-FKBP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.n...BP-GFP_darkMitotrap_tdTomatoGTSE1_rapa30sec_015.nd2 (series 2)-29.tif,cell red,1,531.1119
