file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,spindle green,0,1560.8398
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,cyto green,0,487.72
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,mito green,0,461.7682
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,cell green,0,618.0547
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,spindle red,0,5357.6251
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,cyto red,0,3242.9571
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,mito red,0,2929.8191
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-08.tif,cell red,0,3574.0558
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,spindle green,1,849.1398
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,cyto green,1,461.2479
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,mito green,1,618.6515
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,cell green,1,579.9202
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,spindle red,1,3932.3327
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,cyto red,1,2722.8627
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,mito red,1,2531.071
HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 - HeLa_TACC3-FKBP-GFP_darkmito_tdTomatorGTSE1_007.nd2 (series 1)-22.tif,cell red,1,2910.8293
