file,type,time,measure
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,spindle green,0,799.1214
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,cyto green,0,340.1084
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,mito green,0,352.2581
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,cell green,0,457.2093
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,spindle red,0,846.3859
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,cyto red,0,585.3924
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,mito red,0,472.0109
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-01.tif,cell red,0,626.4608
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,spindle green,1,470.4854
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,cyto green,1,253.7172
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,mito green,1,485.3774
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,cell green,1,442.2422
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,spindle red,1,662.7489
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,cyto red,1,362.2177
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,mito red,1,407.7346
CRISPR-GTSE1-FKBP-GFP_+rapa__mCherry-chTOG_010-12.tif,cell red,1,508.7847
