file,type,time,measure
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,spindle green,0,5237.0107
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,cyto green,0,3790.0589
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,mito green,0,2858.1162
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,cell green,0,3497.1471
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,spindle red,0,1910.7954
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,cyto red,0,1416.229
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,mito red,0,1504.7654
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-01.tif,cell red,0,1463.353
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,spindle green,1,3171.0891
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,cyto green,1,2819.1346
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,mito green,1,3738.6971
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,cell green,1,3279.6965
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,spindle red,1,1368.8112
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,cyto red,1,1025.7396
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,mito red,1,1223.8125
HeLa_CLTA-FKBP-GFP_GTSE1_N_007-6.tif,cell red,1,1038.9947
