file,type,time,measure
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,spindle green,0,1091.2971
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,cyto green,0,214.357
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,mito green,0,231.6369
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,cell green,0,388.7623
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,spindle red,0,3550.0051
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,cyto red,0,2377.8814
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,mito red,0,2375.108
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-11.tif,cell red,0,2482.4834
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,spindle green,1,561.9766
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,cyto green,1,173.3893
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,mito green,1,377.9909
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,cell green,1,315.7018
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,spindle red,1,2200.5259
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,cyto red,1,1520.7068
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,mito red,1,1607.9712
HeLa_TACC3-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 ...-FKBP-GFP_darkMitotrap_mCherryLCa_rapa30sec_005.nd2 (series 2)-31.tif,cell red,1,1622.4166
